id,reversible,fast,ec,kegg,bigg,metanetx,reactome,tcdb,dcid,fluxRange
HMR_3710,False,False,3.1.1.13,R02115,,MNXR107315,,,bio/HMR_3710,[0 1000 mmol/gDW]
HMR_3711,False,False,3.1.1.13,R02115,,MNXR107315,,,bio/HMR_3711,[0 1000 mmol/gDW]
HMR_3712,False,False,3.1.1.13,R02115,,MNXR107315,,,bio/HMR_3712,[0 1000 mmol/gDW]
HMR_3713,False,False,3.1.1.13,R02115,,MNXR107315,,,bio/HMR_3713,[0 1000 mmol/gDW]
HMR_3714,False,False,3.1.1.13,R02115,,MNXR107315,,,bio/HMR_3714,[0 1000 mmol/gDW]
HMR_3715,False,False,3.1.1.13,R02115,,MNXR107315,,,bio/HMR_3715,[0 1000 mmol/gDW]
HMR_3716,False,False,3.1.1.13,R02115,,MNXR107315,,,bio/HMR_3716,[0 1000 mmol/gDW]
HMR_3717,False,False,3.1.1.13,R02115,,MNXR107315,,,bio/HMR_3717,[0 1000 mmol/gDW]
HMR_3718,False,False,3.1.1.13,R02115,,MNXR107315,,,bio/HMR_3718,[0 1000 mmol/gDW]
HMR_3719,False,False,3.1.1.13,R02115,,MNXR107315,,,bio/HMR_3719,[0 1000 mmol/gDW]
HMR_3720,False,False,3.1.1.13,R02115,,MNXR105449,,,bio/HMR_3720,[0 1000 mmol/gDW]
HMR_3721,False,False,3.1.1.13,R02115,,MNXR107315,,,bio/HMR_3721,[0 1000 mmol/gDW]
HMR_3722,False,False,3.1.1.13,R02115,,MNXR107315,,,bio/HMR_3722,[0 1000 mmol/gDW]
HMR_3723,False,False,3.1.1.13,R02115,,MNXR107315,,,bio/HMR_3723,[0 1000 mmol/gDW]
HMR_3724,False,False,3.1.1.13,R02115,,MNXR107315,,,bio/HMR_3724,[0 1000 mmol/gDW]
HMR_3725,False,False,3.1.1.13,R02115,,MNXR107315,,,bio/HMR_3725,[0 1000 mmol/gDW]
HMR_3726,False,False,3.1.1.13,R02115,,MNXR107315,,,bio/HMR_3726,[0 1000 mmol/gDW]
HMR_3727,False,False,3.1.1.13,R02115,,MNXR107315,,,bio/HMR_3727,[0 1000 mmol/gDW]
HMR_3728,False,False,3.1.1.13,R02115,,MNXR107315,,,bio/HMR_3728,[0 1000 mmol/gDW]
HMR_3729,False,False,3.1.1.13,R02115,,MNXR107315,,,bio/HMR_3729,[0 1000 mmol/gDW]
HMR_3730,False,False,3.1.1.13,R02115,,MNXR107315,,,bio/HMR_3730,[0 1000 mmol/gDW]
HMR_3731,False,False,3.1.1.13,R02115,,MNXR107315,,,bio/HMR_3731,[0 1000 mmol/gDW]
HMR_3732,False,False,3.1.1.13,R02115,,MNXR105448,,,bio/HMR_3732,[0 1000 mmol/gDW]
HMR_3733,False,False,3.1.1.13,R02115,,MNXR105450,,,bio/HMR_3733,[0 1000 mmol/gDW]
HMR_3734,False,False,3.1.1.13,R02115,,MNXR107315,,,bio/HMR_3734,[0 1000 mmol/gDW]
HMR_3735,False,False,3.1.1.13,R02115,,MNXR105451,,,bio/HMR_3735,[0 1000 mmol/gDW]
HMR_3736,False,False,3.1.1.13,R02115,,MNXR107315,,,bio/HMR_3736,[0 1000 mmol/gDW]
HMR_3737,False,False,3.1.1.13,R02115,,MNXR107315,,,bio/HMR_3737,[0 1000 mmol/gDW]
HMR_3738,False,False,3.1.1.13,R02115,,MNXR107315,,,bio/HMR_3738,[0 1000 mmol/gDW]
HMR_3739,False,False,3.1.1.13,R02115,,MNXR107315,,,bio/HMR_3739,[0 1000 mmol/gDW]
HMR_3740,False,False,3.1.1.13,R02115,,MNXR107315,,,bio/HMR_3740,[0 1000 mmol/gDW]
HMR_3741,False,False,3.1.1.13,R02115,,MNXR107315,,,bio/HMR_3741,[0 1000 mmol/gDW]
HMR_3742,False,False,3.1.1.13,R02115,,MNXR107315,,,bio/HMR_3742,[0 1000 mmol/gDW]
HMR_0715,False,False,1.14.-.-,R06526,,MNXR124362,R-HSA-428260,,bio/HMR_0715,[0 1000 mmol/gDW]
HMR_0716,False,False,3.5.1.23,R06528,,MNXR110324,R-HSA-428262,,bio/HMR_0716,[0 1000 mmol/gDW]
HMR_0733,False,False,3.5.1.23,R01496,,MNXR124941,R-HSA-428205,,bio/HMR_0733,[0 1000 mmol/gDW]
HMR_0735,False,False,2.7.8.27,R08969,,MNXR124952,R-HSA-429798,,bio/HMR_0735,[0 1000 mmol/gDW]
HMR_0736,False,False,2.7.8.27,R08969,,MNXR124952,R-HSA-429786,,bio/HMR_0736,[0 1000 mmol/gDW]
HMR_0738,False,False,2.3.1.50,R01281,SERPT,MNXR104347,,,bio/HMR_0738,[0 1000 mmol/gDW]
HMR_0741,False,False,1.1.1.102,R02978,3DSPHR,MNXR94866,,,bio/HMR_0741,[0 1000 mmol/gDW]
HMR_0744,False,False,2.7.1.91,R02976,SLCBK1,MNXR104439,,,bio/HMR_0744,[0 1000 mmol/gDW]
HMR_0746,False,False,3.1.3.4,R06520,,MNXR104280,,,bio/HMR_0746,[0 1000 mmol/gDW]
HMR_0748,False,False,4.1.2.27,R02464,,MNXR104365,,,bio/HMR_0748,[0 1000 mmol/gDW]
HMR_0750,False,False,2.3.1.24,,,,,,bio/HMR_0750,[0 1000 mmol/gDW]
HMR_0753,True,False,3.5.1.23,R06518,,,,,bio/HMR_0753,[-1000 1000 mmol/gDW]
HMR_0754,False,False,1.14.-.-,,,MNXR103716,,,bio/HMR_0754,[0 1000 mmol/gDW]
HMR_0758,False,False,2.3.1.24,R01496,,,,,bio/HMR_0758,[0 1000 mmol/gDW]
HMR_0760,False,False,2.7.1.138,R01495,,MNXR124175,R-HSA-1638845,,bio/HMR_0760,[0 1000 mmol/gDW]
HMR_0761,False,False,2.4.1.80,R01497,,,,,bio/HMR_0761,[0 1000 mmol/gDW]
HMR_0762,False,False,3.2.1.45,R01498,,MNXR124211,R-HSA-1861788,,bio/HMR_0762,[0 1000 mmol/gDW]
HMR_0763,True,False,2.7.8.3,,,,,,bio/HMR_0763,[-1000 1000 mmol/gDW]
HMR_0765,False,False,2.4.1.-,R03354,,,,,bio/HMR_0765,[0 1000 mmol/gDW]
HMR_0766,False,False,3.2.1.23,,,,,,bio/HMR_0766,[0 1000 mmol/gDW]
HMR_0767,False,False,3.1.3.4,R06522,,,,,bio/HMR_0767,[0 1000 mmol/gDW]
HMR_0773,False,False,2.7.1.91,R01926,SPHK21c,MNXR104485,,,bio/HMR_0773,[0 1000 mmol/gDW]
HMR_0775,False,False,3.1.3.4,R06521,,MNXR124367,R-HSA-428696,,bio/HMR_0775,[0 1000 mmol/gDW]
HMR_0779,False,False,4.1.2.27,R06516,,MNXR104367,,,bio/HMR_0779,[0 1000 mmol/gDW]
HMR_0781,False,False,1.3.1.27,R02463,,MNXR105474,,,bio/HMR_0781,[0 1000 mmol/gDW]
HMR_0783,False,False,3.1.3.4,R06521,,MNXR124944,R-HSA-428690,,bio/HMR_0783,[0 1000 mmol/gDW]
HMR_0795,False,False,3.1.4.12,R02541,,MNXR124176,R-HSA-1640164,,bio/HMR_0795,[0 1000 mmol/gDW]
HMR_8147,False,False,2.4.1.-,R03354,B3GNT39g,MNXR96197,,,bio/HMR_8147,[0 1000 mmol/gDW]
HMR_8148,False,False,2.4.1.228,R05960,A4GALTg,MNXR95128,,,bio/HMR_8148,[0 1000 mmol/gDW]
HMR_8149,False,False,2.4.1.79,R05962,B3GALT3g,MNXR96155,,,bio/HMR_8149,[0 1000 mmol/gDW]
HMR_8150,False,False,2.4.1.-,,B3GALT5g,MNXR96165,,,bio/HMR_8150,[0 1000 mmol/gDW]
HMR_8151,False,False,2.4.1.-,,B3GNT34g,MNXR96188,,,bio/HMR_8151,[0 1000 mmol/gDW]
HMR_8152,False,False,2.4.1.-,,B3GNT35g,MNXR96190,,,bio/HMR_8152,[0 1000 mmol/gDW]
HMR_8155,False,False,2.4.99.4,,SIAT4Bg,MNXR104389,,,bio/HMR_8155,[0 1000 mmol/gDW]
HMR_8156,False,False,2.4.99.-,,ST6GALNAC21,MNXR104555,,,bio/HMR_8156,[0 1000 mmol/gDW]
HMR_8159,False,False,2.4.99.-,,ST6GALNAC22,MNXR104557,,,bio/HMR_8159,[0 1000 mmol/gDW]
HMR_8162,False,False,2.4.99.8,,ST8SIA11,MNXR104576,,,bio/HMR_8162,[0 1000 mmol/gDW]
HMR_8165,False,False,2.4.1.92,R05938,GALGT3,MNXR99980,,,bio/HMR_8165,[0 1000 mmol/gDW]
HMR_8166,False,False,2.4.1.62,R05956,B3GALT41g,MNXR96157,,,bio/HMR_8166,[0 1000 mmol/gDW]
HMR_8167,False,False,2.4.99.4,R05957,ST3GAL21g,MNXR104543,,,bio/HMR_8167,[0 1000 mmol/gDW]
HMR_8168,False,False,2.4.99.-; 2.4.99.7,,ST6GALNAC31,MNXR104571,,,bio/HMR_8168,[0 1000 mmol/gDW]
HMR_8169,False,False,2.4.99.-,,ST6GALNAC25,MNXR104563,,,bio/HMR_8169,[0 1000 mmol/gDW]
HMR_8170,False,False,2.4.99.-,,ST6GALNAC26,MNXR104565,,,bio/HMR_8170,[0 1000 mmol/gDW]
HMR_8171,False,False,2.4.99.-,R05958,ST8SIA54g,MNXR104586,,,bio/HMR_8171,[0 1000 mmol/gDW]
HMR_8172,False,False,2.4.99.-,,ST6GALNAC23,MNXR104559,,,bio/HMR_8172,[0 1000 mmol/gDW]
HMR_8173,False,False,2.4.1.-,,B3GNT37g,MNXR96193,,,bio/HMR_8173,[0 1000 mmol/gDW]
HMR_8174,False,False,2.4.99.-,,ST6GALNAC24,MNXR104561,,,bio/HMR_8174,[0 1000 mmol/gDW]
HMR_8175,False,False,2.4.99.-,R05945,ST6GALNAC61,MNXR104573,,,bio/HMR_8175,[0 1000 mmol/gDW]
HMR_8176,False,False,2.4.99.-,R05954,ST6GALNAC27,MNXR104567,,,bio/HMR_8176,[0 1000 mmol/gDW]
HMR_8177,False,False,2.4.99.-,,ST6GALNAC28,MNXR104569,,,bio/HMR_8177,[0 1000 mmol/gDW]
HMR_8178,False,False,2.4.99.-,R05951,ST6GALNAC62,MNXR104574,,,bio/HMR_8178,[0 1000 mmol/gDW]
HMR_8179,False,False,,R05940,ST8SIA12,MNXR104578,,,bio/HMR_8179,[0 1000 mmol/gDW]
HMR_8180,False,False,2.4.99.-,R05947,ST8SIA51g,MNXR104580,,,bio/HMR_8180,[0 1000 mmol/gDW]
HMR_8181,False,False,2.4.99.-,R05950,ST8SIA52g,MNXR104582,,,bio/HMR_8181,[0 1000 mmol/gDW]
HMR_8182,False,False,2.4.99.-,R05943,ST8SIA53g,MNXR104584,,,bio/HMR_8182,[0 1000 mmol/gDW]
HMR_8183,False,False,2.4.99.-,,ST8SIA55g,MNXR104588,,,bio/HMR_8183,[0 1000 mmol/gDW]
HMR_8184,False,False,2.4.99.9,R05937,SIAT9g,MNXR104391,,,bio/HMR_8184,[0 1000 mmol/gDW]
HMR_8185,False,False,2.4.1.62,R05941,B3GALT42g,MNXR96159,,,bio/HMR_8185,[0 1000 mmol/gDW]
HMR_8186,False,False,2.4.1.62,R05948,B3GALT43g,MNXR96161,,,bio/HMR_8186,[0 1000 mmol/gDW]
HMR_8187,False,False,2.4.1.62,R05953,B3GALT44g,MNXR96163,,,bio/HMR_8187,[0 1000 mmol/gDW]
HMR_8188,False,False,2.4.99.4,R05942,ST3GAL22g,MNXR104545,,,bio/HMR_8188,[0 1000 mmol/gDW]
HMR_8189,False,False,2.4.99.4,R05949,ST3GAL23g,MNXR104547,,,bio/HMR_8189,[0 1000 mmol/gDW]
HMR_8190,False,False,2.4.1.92,R05939,GALGT4,MNXR99982,,,bio/HMR_8190,[0 1000 mmol/gDW]
HMR_8191,False,False,2.4.1.92,R05946,GALKr,MNXR99985,,,bio/HMR_8191,[0 1000 mmol/gDW]
HMR_8192,False,False,2.4.1.92,R05952,GALNACT1g,MNXR99995,,,bio/HMR_8192,[0 1000 mmol/gDW]
HMR_8194,False,False,2.4.1.-,,B3GNT36g,MNXR96192,,,bio/HMR_8194,[0 1000 mmol/gDW]
HMR_8197,False,False,,,NAGAlby,MNXR101901,,,bio/HMR_8197,[0 1000 mmol/gDW]
HMR_8198,False,False,2.4.1.88,,GBSIDEtl,MNXR100058,,,bio/HMR_8198,[0 1000 mmol/gDW]
HMR_8201,False,False,3.2.1.49,,NAGAly,MNXR100055,,,bio/HMR_8201,[0 1000 mmol/gDW]
HMR_0786,False,False,3.2.1.23,R03355,,MNXR124161,R-HSA-1606312,,bio/HMR_0786,[0 1000 mmol/gDW]
HMR_8206,False,False,2.8.2.11,,GALACGLCGALGBSIDEte,MNXR99929,,,bio/HMR_8206,[0 1000 mmol/gDW]
HMR_8209,False,False,,,ARSA,MNXR95959,,,bio/HMR_8209,[0 1000 mmol/gDW]
HMR_8210,False,False,3.2.1.46,R03617,GALFUC12GAL14ACGLCGALGLUSIDEtg,MNXR99966,,,bio/HMR_8210,[0 1000 mmol/gDW]
HMR_8211,False,False,,R01494,ASAH1,MNXR96040,,,bio/HMR_8211,[0 1000 mmol/gDW]
HMR_8212,False,False,2.8.2.11,R05105,GALACGLCGALGBSIDEtg,MNXR99929,,,bio/HMR_8212,[0 1000 mmol/gDW]
HMR_8217,False,False,3.2.1.22,R04019,GLAl,MNXR100150,,,bio/HMR_8217,[0 1000 mmol/gDW]
HMR_8219,False,False,,,DHEASt,MNXR97396,,,bio/HMR_8219,[0 1000 mmol/gDW]
HMR_8220,False,False,,,DHEAStr,MNXR97397,,,bio/HMR_8220,[0 1000 mmol/gDW]
HMR_8221,False,False,2.4.1.69,,FUT14g,MNXR99723,,,bio/HMR_8221,[0 1000 mmol/gDW]
HMR_8224,False,False,,,GAO2,MNXR100038,,,bio/HMR_8224,[0 1000 mmol/gDW]
HMR_8226,False,False,,,GAO2g,MNXR100038,,,bio/HMR_8226,[0 1000 mmol/gDW]
HMR_8227,False,False,,,GAPD,MNXR100040,,,bio/HMR_8227,[0 1000 mmol/gDW]
HMR_8228,False,False,,,GARFT,MNXR99623,,,bio/HMR_8228,[0 1000 mmol/gDW]
HMR_8233,False,False,3.1.3.-,R06520,SBPP1er,MNXR104280,,,bio/HMR_8233,[0 1000 mmol/gDW]
HMR_8235,False,False,3.1.3.-,R06521,SBPP3er,MNXR104282,,,bio/HMR_8235,[0 1000 mmol/gDW]
HMR_8237,False,False,4.1.2.27,R02464,SGPL11r,MNXR104365,,,bio/HMR_8237,[0 1000 mmol/gDW]
HMR_8238,False,False,4.1.2.27,,SGPL12r,MNXR104366,,,bio/HMR_8238,[0 1000 mmol/gDW]
HMR_8242,False,False,3.1.4.12,R02541,SMPD3g,MNXR104449,,,bio/HMR_8242,[0 1000 mmol/gDW]
HMR_8245,False,False,,,SPHMDAc,MNXR104486,,,bio/HMR_8245,[0 1000 mmol/gDW]
HMR_8246,False,False,3.1.4.12,,SMPD4,MNXR104451,,,bio/HMR_8246,[0 1000 mmol/gDW]
HMR_8248,False,False,2.4.1.80,R01497,UGCG,MNXR105082,,,bio/HMR_8248,[0 1000 mmol/gDW]
HMR_8249,False,False,2.4.1.-,,B3GNT31g,MNXR96185,,,bio/HMR_8249,[0 1000 mmol/gDW]
HMR_8250,False,False,2.4.1.-,,B3GNT32g,MNXR96186,,,bio/HMR_8250,[0 1000 mmol/gDW]
HMR_8251,False,False,2.4.1.-,,B3GNT33g,MNXR96187,,,bio/HMR_8251,[0 1000 mmol/gDW]
HMR_0453,True,False,1.1.1.1; 1.1.1.2; 1.1.1.21; 1.1.1.72,R01041,,MNXR95711,,,bio/HMR_0453,[-1000 1000 mmol/gDW]
HMR_0456,False,False,1.2.1.3,R01752,,MNXR100310,,,bio/HMR_0456,[0 1000 mmol/gDW]
HMR_0458,False,False,1.1.1.1; 1.1.1.2; 1.1.1.21; 1.1.1.72,R01041,,MNXR95711,,,bio/HMR_0458,[0 1000 mmol/gDW]
HMR_0459,False,False,1.2.1.3,R01752,,MNXR100310,,,bio/HMR_0459,[0 1000 mmol/gDW]
HMR_0463,False,False,3.1.1.4,R01315,,,,,bio/HMR_0463,[0 1000 mmol/gDW]
HMR_0486,False,False,2.3.1.15,,,,,,bio/HMR_0486,[0 1000 mmol/gDW]
HMR_0487,False,False,2.3.1.15,,,,,,bio/HMR_0487,[0 1000 mmol/gDW]
HMR_0488,False,False,2.3.1.15,,,,,,bio/HMR_0488,[0 1000 mmol/gDW]
HMR_0489,False,False,2.3.1.15,,,,,,bio/HMR_0489,[0 1000 mmol/gDW]
HMR_0490,False,False,2.3.1.15,,,,,,bio/HMR_0490,[0 1000 mmol/gDW]
HMR_0491,False,False,2.3.1.15,,,,,,bio/HMR_0491,[0 1000 mmol/gDW]
HMR_0492,False,False,2.3.1.15,,,,,,bio/HMR_0492,[0 1000 mmol/gDW]
HMR_0493,False,False,2.3.1.15,,,,,,bio/HMR_0493,[0 1000 mmol/gDW]
HMR_0494,False,False,2.3.1.15,,,,,,bio/HMR_0494,[0 1000 mmol/gDW]
HMR_0495,False,False,2.3.1.15,,,,,,bio/HMR_0495,[0 1000 mmol/gDW]
HMR_0496,False,False,2.3.1.15,,,,,,bio/HMR_0496,[0 1000 mmol/gDW]
HMR_0497,False,False,2.3.1.15,,,,,,bio/HMR_0497,[0 1000 mmol/gDW]
HMR_0498,False,False,2.3.1.15,,,,,,bio/HMR_0498,[0 1000 mmol/gDW]
HMR_0499,False,False,2.3.1.15,,,,,,bio/HMR_0499,[0 1000 mmol/gDW]
HMR_0500,False,False,2.3.1.15,,,,,,bio/HMR_0500,[0 1000 mmol/gDW]
HMR_0501,False,False,2.3.1.15,,,,,,bio/HMR_0501,[0 1000 mmol/gDW]
HMR_0502,False,False,2.3.1.15,,,,,,bio/HMR_0502,[0 1000 mmol/gDW]
HMR_0503,False,False,2.3.1.15,,,,,,bio/HMR_0503,[0 1000 mmol/gDW]
HMR_0504,False,False,2.3.1.15,,,,,,bio/HMR_0504,[0 1000 mmol/gDW]
HMR_0505,False,False,2.3.1.15,,,,,,bio/HMR_0505,[0 1000 mmol/gDW]
HMR_0506,False,False,2.3.1.15,,,,,,bio/HMR_0506,[0 1000 mmol/gDW]
HMR_0507,False,False,2.3.1.15,,,,,,bio/HMR_0507,[0 1000 mmol/gDW]
HMR_0508,False,False,2.3.1.15,,,,,,bio/HMR_0508,[0 1000 mmol/gDW]
HMR_0509,False,False,2.3.1.15,,,,,,bio/HMR_0509,[0 1000 mmol/gDW]
HMR_0510,False,False,2.3.1.15,,,,,,bio/HMR_0510,[0 1000 mmol/gDW]
HMR_0511,False,False,2.3.1.15,,,,,,bio/HMR_0511,[0 1000 mmol/gDW]
HMR_0512,False,False,2.3.1.15,,,,,,bio/HMR_0512,[0 1000 mmol/gDW]
HMR_0513,False,False,2.3.1.15,,,,,,bio/HMR_0513,[0 1000 mmol/gDW]
HMR_0514,False,False,2.3.1.15,,,,,,bio/HMR_0514,[0 1000 mmol/gDW]
HMR_0515,False,False,2.3.1.15,,,,,,bio/HMR_0515,[0 1000 mmol/gDW]
HMR_0516,False,False,2.3.1.15,,,,,,bio/HMR_0516,[0 1000 mmol/gDW]
HMR_0517,False,False,2.3.1.15,,,,,,bio/HMR_0517,[0 1000 mmol/gDW]
HMR_0518,False,False,2.3.1.15,,,,,,bio/HMR_0518,[0 1000 mmol/gDW]
HMR_0519,False,False,2.3.1.15,,,,,,bio/HMR_0519,[0 1000 mmol/gDW]
HMR_0520,False,False,2.3.1.15,,,,,,bio/HMR_0520,[0 1000 mmol/gDW]
HMR_0521,False,False,2.3.1.15,,,,,,bio/HMR_0521,[0 1000 mmol/gDW]
HMR_0522,False,False,2.3.1.15,,,,,,bio/HMR_0522,[0 1000 mmol/gDW]
HMR_0523,False,False,2.3.1.15,,,,,,bio/HMR_0523,[0 1000 mmol/gDW]
HMR_0524,False,False,2.3.1.15,,,,,,bio/HMR_0524,[0 1000 mmol/gDW]
HMR_0525,False,False,2.3.1.15,,,,,,bio/HMR_0525,[0 1000 mmol/gDW]
HMR_0526,False,False,2.3.1.15,,,,,,bio/HMR_0526,[0 1000 mmol/gDW]
HMR_0527,False,False,2.3.1.15,,,,,,bio/HMR_0527,[0 1000 mmol/gDW]
HMR_0528,False,False,2.3.1.15,,,,,,bio/HMR_0528,[0 1000 mmol/gDW]
HMR_0529,False,False,2.3.1.15,,,,,,bio/HMR_0529,[0 1000 mmol/gDW]
HMR_0530,False,False,2.3.1.15,,,,,,bio/HMR_0530,[0 1000 mmol/gDW]
HMR_0531,False,False,2.3.1.15,,,,,,bio/HMR_0531,[0 1000 mmol/gDW]
HMR_0532,False,False,2.3.1.15,,,,,,bio/HMR_0532,[0 1000 mmol/gDW]
HMR_0533,False,False,2.3.1.15,,,,,,bio/HMR_0533,[0 1000 mmol/gDW]
HMR_0534,False,False,2.3.1.15,,,,,,bio/HMR_0534,[0 1000 mmol/gDW]
HMR_0535,False,False,2.3.1.15,,,,,,bio/HMR_0535,[0 1000 mmol/gDW]
HMR_0536,False,False,2.3.1.15,,,,,,bio/HMR_0536,[0 1000 mmol/gDW]
HMR_0537,False,False,2.3.1.15,,,,,,bio/HMR_0537,[0 1000 mmol/gDW]
HMR_0538,False,False,2.3.1.15,,,,,,bio/HMR_0538,[0 1000 mmol/gDW]
HMR_0539,False,False,2.3.1.15,,,,,,bio/HMR_0539,[0 1000 mmol/gDW]
HMR_0540,False,False,2.3.1.15,,,,,,bio/HMR_0540,[0 1000 mmol/gDW]
HMR_0541,False,False,2.3.1.15,,,,,,bio/HMR_0541,[0 1000 mmol/gDW]
HMR_0542,False,False,2.3.1.15,,,,,,bio/HMR_0542,[0 1000 mmol/gDW]
HMR_0543,False,False,2.3.1.15,,,,,,bio/HMR_0543,[0 1000 mmol/gDW]
HMR_0544,False,False,2.3.1.15,,,,,,bio/HMR_0544,[0 1000 mmol/gDW]
HMR_0588,False,False,2.3.1.51,R02241,,,,,bio/HMR_0588,[0 1000 mmol/gDW]
HMR_0596,False,False,3.1.3.4,R02239,,,,,bio/HMR_0596,[0 1000 mmol/gDW]
HMR_0673,False,False,2.7.1.94,R02757,,MNXR107708,,,bio/HMR_0673,[0 1000 mmol/gDW]
HMR_0674,False,False,2.7.1.94,R02757,,,,,bio/HMR_0674,[0 1000 mmol/gDW]
HMR_0675,False,False,2.7.1.94,R02757,,,,,bio/HMR_0675,[0 1000 mmol/gDW]
HMR_0676,False,False,2.7.1.94,R02757,,,,,bio/HMR_0676,[0 1000 mmol/gDW]
HMR_0677,False,False,2.7.1.94,R02757,,,,,bio/HMR_0677,[0 1000 mmol/gDW]
HMR_0678,False,False,2.7.1.94,R02757,,,,,bio/HMR_0678,[0 1000 mmol/gDW]
HMR_4296,False,False,4.2.3.2,R00748,,MNXR105311,,,bio/HMR_4296,[0 1000 mmol/gDW]
HMR_4390,True,False,3.1.3.1,R01010,,MNXR95764,,,bio/HMR_4390,[-1000 1000 mmol/gDW]
HMR_5254,False,False,3.1.1.4,R01315,,,,,bio/HMR_5254,[0 1000 mmol/gDW]
HMR_7599,False,False,2.7.8.1,R06364,,MNXR110181,,,bio/HMR_7599,[0 1000 mmol/gDW]
HMR_0448,False,False,2.7.1.30,R00847,GLYKm,MNXR100348,,,bio/HMR_0448,[0 1000 mmol/gDW]
HMR_0450,False,False,2.7.1.30,R00847,GLYK,MNXR100348,,,bio/HMR_0450,[0 1000 mmol/gDW]
HMR_0468,False,False,2.7.8.2,,CEPTC,MNXR96592,,,bio/HMR_0468,[0 1000 mmol/gDW]
HMR_0478,False,False,1.1.1.94,R00844,,MNXR99876,R-HSA-75889,,bio/HMR_0478,[0 1000 mmol/gDW]
HMR_0479,False,False,1.1.1.8,R00842,G3PD1,MNXR99876,,,bio/HMR_0479,[0 1000 mmol/gDW]
HMR_0481,False,False,1.1.1.8,R00842,,MNXR99876,,,bio/HMR_0481,[0 1000 mmol/gDW]
HMR_0483,False,False,1.1.5.3,R00849,,MNXR106713,,,bio/HMR_0483,[0 1000 mmol/gDW]
HMR_0482,False,False,1.1.5.3,R00848,G3PD2m,MNXR99875,,,bio/HMR_0482,[0 1000 mmol/gDW]
HMR_0484,True,False,,R00855,,MNXR106718,,,bio/HMR_0484,[-1000 1000 mmol/gDW]
HMR_0579,False,False,2.3.1.15,R00851,,,,,bio/HMR_0579,[0 1000 mmol/gDW]
HMR_0580,False,False,2.3.1.51,R02241,,,,,bio/HMR_0580,[0 1000 mmol/gDW]
HMR_0581,False,False,2.7.7.41,,,,,,bio/HMR_0581,[0 1000 mmol/gDW]
HMR_0582,False,False,2.7.8.5,,,,,,bio/HMR_0582,[0 1000 mmol/gDW]
HMR_0584,False,False,3.1.3.27,,,,,,bio/HMR_0584,[0 1000 mmol/gDW]
HMR_0586,False,False,2.7.8.-,R02030,,MNXR96794,,,bio/HMR_0586,[0 1000 mmol/gDW]
HMR_0589,False,False,2.3.1.51,R02241,,,,,bio/HMR_0589,[0 1000 mmol/gDW]
HMR_0590,False,False,2.3.1.51,R02241,,,,,bio/HMR_0590,[0 1000 mmol/gDW]
HMR_0591,False,False,2.3.1.51,R02241,,,,,bio/HMR_0591,[0 1000 mmol/gDW]
HMR_0592,False,False,2.3.1.51,R02241,,,,,bio/HMR_0592,[0 1000 mmol/gDW]
HMR_0593,False,False,2.3.1.51,R02241,,,,,bio/HMR_0593,[0 1000 mmol/gDW]
HMR_0594,False,False,2.3.1.51,R02241,,,,,bio/HMR_0594,[0 1000 mmol/gDW]
HMR_0597,False,False,3.1.3.4,R02239,,,,,bio/HMR_0597,[0 1000 mmol/gDW]
HMR_0598,False,False,3.1.3.4,R02239,,,,,bio/HMR_0598,[0 1000 mmol/gDW]
HMR_0599,False,False,3.1.3.4,R02239,,,,,bio/HMR_0599,[0 1000 mmol/gDW]
HMR_0600,False,False,3.1.3.4,R02239,,,,,bio/HMR_0600,[0 1000 mmol/gDW]
HMR_0601,False,False,3.1.3.4,R02239,,,,,bio/HMR_0601,[0 1000 mmol/gDW]
HMR_0602,False,False,3.1.3.4,R02239,,,,,bio/HMR_0602,[0 1000 mmol/gDW]
HMR_0607,True,False,2.7.7.41,R01799,,,,,bio/HMR_0607,[-1000 1000 mmol/gDW]
HMR_0610,False,False,2.7.8.11,R01802,CDIPTr,MNXR96527,,,bio/HMR_0610,[0 1000 mmol/gDW]
HMR_0613,False,False,2.7.8.11,R01802,,,,,bio/HMR_0613,[0 1000 mmol/gDW]
HMR_0614,False,False,2.7.8.1,R02057,CEPTE,MNXR96611,,,bio/HMR_0614,[0 1000 mmol/gDW]
HMR_0615,False,False,2.7.8.1,R02057,CEPTE,MNXR96611,,,bio/HMR_0615,[0 1000 mmol/gDW]
HMR_0616,False,False,4.1.1.65,R02055,,,,,bio/HMR_0616,[0 1000 mmol/gDW]
HMR_0622,False,False,2.7.8.29,R07376,PSSA2_hs,MNXR103291,,,bio/HMR_0622,[0 1000 mmol/gDW]
HMR_0623,False,False,2.7.8.29,R07377,,,,,bio/HMR_0623,[0 1000 mmol/gDW]
HMR_0625,False,False,2.7.8.2,,CEPTC,MNXR96592,,,bio/HMR_0625,[0 1000 mmol/gDW]
HMR_0627,False,False,4.1.1.65,R02055,,,,,bio/HMR_0627,[0 1000 mmol/gDW]
HMR_0629,False,False,3.1.4.4,R01310,,,,,bio/HMR_0629,[0 1000 mmol/gDW]
HMR_0630,False,False,3.1.1.4,R01315,,,,,bio/HMR_0630,[0 1000 mmol/gDW]
HMR_0632,False,False,2.3.1.23,R01318,,MNXR106921,,,bio/HMR_0632,[0 1000 mmol/gDW]
HMR_0633,False,False,3.1.1.5,R02746,,,,,bio/HMR_0633,[0 1000 mmol/gDW]
