ensemblID,systemsBiologyOntologyTerm,hm_38_gene,hm_19_gene
ENSG00000168067,"""SBO:0000243""",bio/hg38_MAP4K2,bio/hg19_MAP4K2
ENSG00000168078,"""SBO:0000243""",bio/hg38_PBK,bio/hg19_PBK
ENSG00000168092,"""SBO:0000243""",bio/hg38_PAFAH1B2,bio/hg19_PAFAH1B2
ENSG00000168137,"""SBO:0000243""",bio/hg38_SETD5,bio/hg19_SETD5
ENSG00000168159,"""SBO:0000243""",bio/hg38_RNF187,bio/hg19_RNF187
ENSG00000168237,"""SBO:0000243""",bio/hg38_GLYCTK,bio/hg19_GLYCTK
ENSG00000168282,"""SBO:0000243""",bio/hg38_MGAT2,bio/hg19_MGAT2
ENSG00000168291,"""SBO:0000243""",bio/hg38_PDHB,bio/hg19_PDHB
ENSG00000168306,"""SBO:0000243""",bio/hg38_ACOX2,bio/hg19_ACOX2
ENSG00000168350,"""SBO:0000243""",bio/hg38_DEGS2,bio/hg19_DEGS2
ENSG00000168393,"""SBO:0000243""",bio/hg38_DTYMK,bio/hg19_DTYMK
ENSG00000168404,"""SBO:0000243""",bio/hg38_MLKL,bio/hg19_MLKL
ENSG00000168411,"""SBO:0000243""",bio/hg38_RFWD3,bio/hg19_RFWD3
ENSG00000168487,"""SBO:0000243""",bio/hg38_BMP1,bio/hg19_BMP1
ENSG00000168495,"""SBO:0000243""",bio/hg38_POLR3D,bio/hg19_POLR3D
ENSG00000168522,"""SBO:0000243""",bio/hg38_FNTA,bio/hg19_FNTA
ENSG00000168575,"""SBO:0000243""",bio/hg38_SLC20A2,bio/hg19_SLC20A2
ENSG00000168653,"""SBO:0000243""",bio/hg38_NDUFS5,bio/hg19_NDUFS5
ENSG00000168671,"""SBO:0000243""",bio/hg38_UGT3A2,bio/hg19_UGT3A2
ENSG00000168679,"""SBO:0000243""",bio/hg38_SLC16A4,bio/hg19_SLC16A4
ENSG00000168710,"""SBO:0000243""",bio/hg38_AHCYL1,bio/hg19_AHCYL1
ENSG00000168748,"""SBO:0000243""",bio/hg38_CA7,bio/hg19_CA7
ENSG00000168765,"""SBO:0000243""",bio/hg38_GSTM4,bio/hg19_GSTM4
ENSG00000168781,"""SBO:0000243""",bio/hg38_PPIP5K1,bio/hg19_PPIP5K1
ENSG00000168806,"""SBO:0000243""",bio/hg38_LCMT2,bio/hg19_LCMT2
ENSG00000168827,"""SBO:0000243""",bio/hg38_GFM1,bio/hg19_GFM1
ENSG00000168906,"""SBO:0000243""",bio/hg38_MAT2A,bio/hg19_MAT2A
ENSG00000168907,"""SBO:0000243""",bio/hg38_PLA2G4F,bio/hg19_PLA2G4F
ENSG00000168918,"""SBO:0000243""",bio/hg38_INPP5D,bio/hg19_INPP5D
ENSG00000168938,"""SBO:0000243""",bio/hg38_PPIC,bio/hg19_PPIC
ENSG00000168970,"""SBO:0000243""",bio/hg38_JMJD7-PLA2G4B,bio/hg19_JMJD7-PLA2G4B
ENSG00000169020,"""SBO:0000243""",bio/hg38_ATP5ME,bio/hg19_ATP5ME
ENSG00000169021,"""SBO:0000243""",bio/hg38_UQCRFS1,bio/hg19_UQCRFS1
ENSG00000169032,"""SBO:0000243""",bio/hg38_MAP2K1,bio/hg19_MAP2K1
ENSG00000169071,"""SBO:0000243""",bio/hg38_ROR2,bio/hg19_ROR2
ENSG00000169100,"""SBO:0000243""",bio/hg38_SLC25A6,bio/hg19_SLC25A6
ENSG00000169105,"""SBO:0000243""",bio/hg38_CHST14,bio/hg19_CHST14
ENSG00000169118,"""SBO:0000243""",bio/hg38_CSNK1G1,bio/hg19_CSNK1G1
ENSG00000169154,"""SBO:0000243""",bio/hg38_GOT1L1,bio/hg19_GOT1L1
ENSG00000169169,"""SBO:0000243""",bio/hg38_CPT1C,bio/hg19_CPT1C
ENSG00000169180,"""SBO:0000243""",bio/hg38_XPO6,bio/hg19_XPO6
ENSG00000169239,"""SBO:0000243""",bio/hg38_CA5B,bio/hg19_CA5B
ENSG00000169255,"""SBO:0000243""",bio/hg38_B3GALNT1,bio/hg19_B3GALNT1
ENSG00000169299,"""SBO:0000243""",bio/hg38_PGM2,bio/hg19_PGM2
ENSG00000169302,"""SBO:0000243""",bio/hg38_STK32A,bio/hg19_STK32A
ENSG00000169359,"""SBO:0000243""",bio/hg38_SLC33A1,bio/hg19_SLC33A1
ENSG00000169375,"""SBO:0000243""",bio/hg38_SIN3A,bio/hg19_SIN3A
ENSG00000169398,"""SBO:0000243""",bio/hg38_PTK2,bio/hg19_PTK2
ENSG00000169410,"""SBO:0000243""",bio/hg38_PTPN9,bio/hg19_PTPN9
ENSG00000169418,"""SBO:0000243""",bio/hg38_NPR1,bio/hg19_NPR1
ENSG00000169519,"""SBO:0000243""",bio/hg38_METTL15,bio/hg19_METTL15
ENSG00000169660,"""SBO:0000243""",bio/hg38_HEXD,bio/hg19_HEXD
ENSG00000169679,"""SBO:0000243""",bio/hg38_BUB1,bio/hg19_BUB1
ENSG00000169692,"""SBO:0000243""",bio/hg38_AGPAT2,bio/hg19_AGPAT2
ENSG00000169710,"""SBO:0000243""",bio/hg38_FASN,bio/hg19_FASN
ENSG00000169738,"""SBO:0000243""",bio/hg38_DCXR,bio/hg19_DCXR
ENSG00000169764,"""SBO:0000243""",bio/hg38_UGP2,bio/hg19_UGP2
ENSG00000169814,"""SBO:0000243""",bio/hg38_BTD,bio/hg19_BTD
ENSG00000169826,"""SBO:0000243""",bio/hg38_CSGALNACT2,bio/hg19_CSGALNACT2
ENSG00000169902,"""SBO:0000243""",bio/hg38_TPST1,bio/hg19_TPST1
ENSG00000169919,"""SBO:0000243""",bio/hg38_GUSB,bio/hg19_GUSB
ENSG00000169967,"""SBO:0000243""",bio/hg38_MAP3K2,bio/hg19_MAP3K2
ENSG00000170035,"""SBO:0000243""",bio/hg38_UBE2E3,bio/hg19_UBE2E3
ENSG00000170142,"""SBO:0000243""",bio/hg38_UBE2E1,bio/hg19_UBE2E1
ENSG00000170145,"""SBO:0000243""",bio/hg38_SIK2,bio/hg19_SIK2
ENSG00000170185,"""SBO:0000243""",bio/hg38_USP38,bio/hg19_USP38
ENSG00000170190,"""SBO:0000243""",bio/hg38_SLC16A5,bio/hg19_SLC16A5
ENSG00000170191,"""SBO:0000243""",bio/hg38_NANP,bio/hg19_NANP
ENSG00000170222,"""SBO:0000243""",bio/hg38_ADPRM,bio/hg19_ADPRM
ENSG00000170231,"""SBO:0000243""",bio/hg38_FABP6,bio/hg19_FABP6
ENSG00000170242,"""SBO:0000243""",bio/hg38_USP47,bio/hg19_USP47
ENSG00000170266,"""SBO:0000243""",bio/hg38_GLB1,bio/hg19_GLB1
ENSG00000170271,"""SBO:0000243""",bio/hg38_FAXDC2,bio/hg19_FAXDC2
ENSG00000170312,"""SBO:0000243""",bio/hg38_CDK1,bio/hg19_CDK1
ENSG00000170323,"""SBO:0000243""",bio/hg38_FABP4,bio/hg19_FABP4
ENSG00000170324,"""SBO:0000243""",bio/hg38_FRMPD2,bio/hg19_FRMPD2
ENSG00000170340,"""SBO:0000243""",bio/hg38_B3GNT2,bio/hg19_B3GNT2
ENSG00000170364,"""SBO:0000243""",bio/hg38_SETMAR,bio/hg19_SETMAR
ENSG00000170385,"""SBO:0000243""",bio/hg38_SLC30A1,bio/hg19_SLC30A1
ENSG00000170390,"""SBO:0000243""",bio/hg38_DCLK2,bio/hg19_DCLK2
ENSG00000170426,"""SBO:0000243""",bio/hg38_SDR9C7,bio/hg19_SDR9C7
ENSG00000170430,"""SBO:0000243""",bio/hg38_MGMT,bio/hg19_MGMT
ENSG00000170439,"""SBO:0000243""",bio/hg38_METTL7B,bio/hg19_METTL7B
ENSG00000170445,"""SBO:0000243""",bio/hg38_HARS1,bio/hg19_HARS1
ENSG00000170482,"""SBO:0000243""",bio/hg38_SLC23A1,bio/hg19_SLC23A1
ENSG00000170485,"""SBO:0000243""",bio/hg38_NPAS2,bio/hg19_NPAS2
ENSG00000170502,"""SBO:0000243""",bio/hg38_NUDT9,bio/hg19_NUDT9
ENSG00000170516,"""SBO:0000243""",bio/hg38_COX7B2,bio/hg19_COX7B2
ENSG00000170522,"""SBO:0000243""",bio/hg38_ELOVL6,bio/hg19_ELOVL6
ENSG00000170525,"""SBO:0000243""",bio/hg38_PFKFB3,bio/hg19_PFKFB3
ENSG00000170634,"""SBO:0000243""",bio/hg38_ACYP2,bio/hg19_ACYP2
ENSG00000170734,"""SBO:0000243""",bio/hg38_POLH,bio/hg19_POLH
ENSG00000170786,"""SBO:0000243""",bio/hg38_SDR16C5,bio/hg19_SDR16C5
ENSG00000170832,"""SBO:0000243""",bio/hg38_USP32,bio/hg19_USP32
ENSG00000170835,"""SBO:0000243""",bio/hg38_CEL,bio/hg19_CEL
ENSG00000170836,"""SBO:0000243""",bio/hg38_PPM1D,bio/hg19_PPM1D
ENSG00000170881,"""SBO:0000243""",bio/hg38_RNF139,bio/hg19_RNF139
ENSG00000170890,"""SBO:0000243""",bio/hg38_PLA2G1B,bio/hg19_PLA2G1B
ENSG00000170899,"""SBO:0000243""",bio/hg38_GSTA4,bio/hg19_GSTA4
ENSG00000170906,"""SBO:0000243""",bio/hg38_NDUFA3,bio/hg19_NDUFA3
ENSG00000170950,"""SBO:0000243""",bio/hg38_PGK2,bio/hg19_PGK2
ENSG00000170961,"""SBO:0000243""",bio/hg38_HAS2,bio/hg19_HAS2
ENSG00000171004,"""SBO:0000243""",bio/hg38_HS6ST2,bio/hg19_HS6ST2
ENSG00000171094,"""SBO:0000243""",bio/hg38_ALK,bio/hg19_ALK
ENSG00000171097,"""SBO:0000243""",bio/hg38_KYAT1,bio/hg19_KYAT1
ENSG00000171100,"""SBO:0000243""",bio/hg38_MTM1,bio/hg19_MTM1
ENSG00000171105,"""SBO:0000243""",bio/hg38_INSR,bio/hg19_INSR
ENSG00000171124,"""SBO:0000243""",bio/hg38_FUT3,bio/hg19_FUT3
ENSG00000171132,"""SBO:0000243""",bio/hg38_PRKCE,bio/hg19_PRKCE
ENSG00000171155,"""SBO:0000243""",bio/hg38_C1GALT1C1,bio/hg19_C1GALT1C1
ENSG00000171174,"""SBO:0000243""",bio/hg38_RBKS,bio/hg19_RBKS
ENSG00000171219,"""SBO:0000243""",bio/hg38_CDC42BPG,bio/hg19_CDC42BPG
ENSG00000171234,"""SBO:0000243""",bio/hg38_UGT2B7,bio/hg19_UGT2B7
ENSG00000171298,"""SBO:0000243""",bio/hg38_GAA,bio/hg19_GAA
ENSG00000171302,"""SBO:0000243""",bio/hg38_CANT1,bio/hg19_CANT1
ENSG00000171307,"""SBO:0000243""",bio/hg38_ZDHHC16,bio/hg19_ZDHHC16
ENSG00000171310,"""SBO:0000243""",bio/hg38_CHST11,bio/hg19_CHST11
ENSG00000171314,"""SBO:0000243""",bio/hg38_PGAM1,bio/hg19_PGAM1
ENSG00000171320,"""SBO:0000243""",bio/hg38_ESCO2,bio/hg19_ESCO2
ENSG00000171408,"""SBO:0000243""",bio/hg38_PDE7B,bio/hg19_PDE7B
ENSG00000171428,"""SBO:0000243""",bio/hg38_NAT1,bio/hg19_NAT1
ENSG00000171453,"""SBO:0000243""",bio/hg38_POLR1C,bio/hg19_POLR1C
ENSG00000171497,"""SBO:0000243""",bio/hg38_PPID,bio/hg19_PPID
ENSG00000171503,"""SBO:0000243""",bio/hg38_ETFDH,bio/hg19_ETFDH
ENSG00000171560,"""SBO:0000243""",bio/hg38_FGA,bio/hg19_FGA
ENSG00000171608,"""SBO:0000243""",bio/hg38_PIK3CD,bio/hg19_PIK3CD
ENSG00000171720,"""SBO:0000243""",bio/hg38_HDAC3,bio/hg19_HDAC3
ENSG00000171723,"""SBO:0000243""",bio/hg38_GPHN,bio/hg19_GPHN
ENSG00000171759,"""SBO:0000243""",bio/hg38_PAH,bio/hg19_PAH
ENSG00000171766,"""SBO:0000243""",bio/hg38_GATM,bio/hg19_GATM
ENSG00000171793,"""SBO:0000243""",bio/hg38_CTPS1,bio/hg19_CTPS1
ENSG00000171806,"""SBO:0000243""",bio/hg38_METTL18,bio/hg19_METTL18
ENSG00000171848,"""SBO:0000243""",bio/hg38_RRM2,bio/hg19_RRM2
ENSG00000171861,"""SBO:0000243""",bio/hg38_MRM3,bio/hg19_MRM3
ENSG00000171862,"""SBO:0000243""",bio/hg38_PTEN,bio/hg19_PTEN
ENSG00000171885,"""SBO:0000243""",bio/hg38_AQP4,bio/hg19_AQP4
ENSG00000171903,"""SBO:0000243""",bio/hg38_CYP4F11,bio/hg19_CYP4F11
ENSG00000171954,"""SBO:0000243""",bio/hg38_CYP4F22,bio/hg19_CYP4F22
ENSG00000171960,"""SBO:0000243""",bio/hg38_PPIH,bio/hg19_PPIH
ENSG00000171989,"""SBO:0000243""",bio/hg38_LDHAL6B,bio/hg19_LDHAL6B
ENSG00000172009,"""SBO:0000243""",bio/hg38_THOP1,bio/hg19_THOP1
ENSG00000172046,"""SBO:0000243""",bio/hg38_USP19,bio/hg19_USP19
ENSG00000172053,"""SBO:0000243""",bio/hg38_QARS1,bio/hg19_QARS1
ENSG00000172071,"""SBO:0000243""",bio/hg38_EIF2AK3,bio/hg19_EIF2AK3
ENSG00000172113,"""SBO:0000243""",bio/hg38_NME6,bio/hg19_NME6
ENSG00000172197,"""SBO:0000243""",bio/hg38_MBOAT1,bio/hg19_MBOAT1
ENSG00000172236,"""SBO:0000243""",bio/hg38_TPSAB1,bio/hg19_TPSAB1
ENSG00000172264,"""SBO:0000243""",bio/hg38_MACROD2,bio/hg19_MACROD2
ENSG00000172269,"""SBO:0000243""",bio/hg38_DPAGT1,bio/hg19_DPAGT1
ENSG00000172288,"""SBO:0000243""",bio/hg38_CDY1,bio/hg19_CDY1
ENSG00000172292,"""SBO:0000243""",bio/hg38_CERS6,bio/hg19_CERS6
ENSG00000172296,"""SBO:0000243""",bio/hg38_SPTLC3,bio/hg19_SPTLC3
ENSG00000172315,"""SBO:0000243""",bio/hg38_TP53RK,bio/hg19_TP53RK
ENSG00000172318,"""SBO:0000243""",bio/hg38_B3GALT1,bio/hg19_B3GALT1
ENSG00000172331,"""SBO:0000243""",bio/hg38_BPGM,bio/hg19_BPGM
ENSG00000172339,"""SBO:0000243""",bio/hg38_ALG14,bio/hg19_ALG14
ENSG00000172340,"""SBO:0000243""",bio/hg38_SUCLG2,bio/hg19_SUCLG2
ENSG00000172345,"""SBO:0000243""",bio/hg38_STARD5,bio/hg19_STARD5
ENSG00000172352,"""SBO:0000243""",bio/hg38_CDY1B,bio/hg19_CDY1B
ENSG00000172456,"""SBO:0000243""",bio/hg38_FGGY,bio/hg19_FGGY
ENSG00000172461,"""SBO:0000243""",bio/hg38_FUT9,bio/hg19_FUT9
ENSG00000172482,"""SBO:0000243""",bio/hg38_AGXT,bio/hg19_AGXT
ENSG00000172497,"""SBO:0000243""",bio/hg38_ACOT12,bio/hg19_ACOT12
ENSG00000172508,"""SBO:0000243""",bio/hg38_CARNS1,bio/hg19_CARNS1
ENSG00000172531,"""SBO:0000243""",bio/hg38_PPP1CA,bio/hg19_PPP1CA
ENSG00000172543,"""SBO:0000243""",bio/hg38_CTSW,bio/hg19_CTSW
ENSG00000172572,"""SBO:0000243""",bio/hg38_PDE3A,bio/hg19_PDE3A
ENSG00000172613,"""SBO:0000243""",bio/hg38_RAD9A,bio/hg19_RAD9A
ENSG00000172680,"""SBO:0000243""",bio/hg38_MOS,bio/hg19_MOS
ENSG00000172728,"""SBO:0000243""",bio/hg38_FUT10,bio/hg19_FUT10
ENSG00000172782,"""SBO:0000243""",bio/hg38_FADS6,bio/hg19_FADS6
ENSG00000172817,"""SBO:0000243""",bio/hg38_CYP7B1,bio/hg19_CYP7B1
ENSG00000172828,"""SBO:0000243""",bio/hg38_CES3,bio/hg19_CES3
ENSG00000172830,"""SBO:0000243""",bio/hg38_SSH3,bio/hg19_SSH3
ENSG00000172831,"""SBO:0000243""",bio/hg38_CES2,bio/hg19_CES2
ENSG00000172840,"""SBO:0000243""",bio/hg38_PDP2,bio/hg19_PDP2
ENSG00000172890,"""SBO:0000243""",bio/hg38_NADSYN1,bio/hg19_NADSYN1
ENSG00000172893,"""SBO:0000243""",bio/hg38_DHCR7,bio/hg19_DHCR7
ENSG00000172939,"""SBO:0000243""",bio/hg38_OXSR1,bio/hg19_OXSR1
ENSG00000172940,"""SBO:0000243""",bio/hg38_SLC22A13,bio/hg19_SLC22A13
ENSG00000172954,"""SBO:0000243""",bio/hg38_LCLAT1,bio/hg19_LCLAT1
ENSG00000172955,"""SBO:0000243""",bio/hg38_ADH6,bio/hg19_ADH6
ENSG00000172977,"""SBO:0000243""",bio/hg38_KAT5,bio/hg19_KAT5
ENSG00000172985,"""SBO:0000243""",bio/hg38_SH3RF3,bio/hg19_SH3RF3
ENSG00000172987,"""SBO:0000243""",bio/hg38_HPSE2,bio/hg19_HPSE2
ENSG00000173020,"""SBO:0000243""",bio/hg38_GRK2,bio/hg19_GRK2
ENSG00000173083,"""SBO:0000243""",bio/hg38_HPSE,bio/hg19_HPSE
ENSG00000173085,"""SBO:0000243""",bio/hg38_COQ2,bio/hg19_COQ2
ENSG00000173175,"""SBO:0000243""",bio/hg38_ADCY5,bio/hg19_ADCY5
ENSG00000173193,"""SBO:0000243""",bio/hg38_PARP14,bio/hg19_PARP14
ENSG00000173200,"""SBO:0000243""",bio/hg38_PARP15,bio/hg19_PARP15
ENSG00000173208,"""SBO:0000243""",bio/hg38_ABCD2,bio/hg19_ABCD2
ENSG00000173221,"""SBO:0000243""",bio/hg38_GLRX,bio/hg19_GLRX
ENSG00000173262,"""SBO:0000243""",bio/hg38_SLC2A14,bio/hg19_SLC2A14
ENSG00000173273,"""SBO:0000243""",bio/hg38_TNKS,bio/hg19_TNKS
ENSG00000173281,"""SBO:0000243""",bio/hg38_PPP1R3B,bio/hg19_PPP1R3B
ENSG00000173327,"""SBO:0000243""",bio/hg38_MAP3K11,bio/hg19_MAP3K11
ENSG00000173418,"""SBO:0000243""",bio/hg38_NAA20,bio/hg19_NAA20
ENSG00000173482,"""SBO:0000243""",bio/hg38_PTPRM,bio/hg19_PTPRM
ENSG00000173486,"""SBO:0000243""",bio/hg38_FKBP2,bio/hg19_FKBP2
ENSG00000173517,"""SBO:0000243""",bio/hg38_PEAK1,bio/hg19_PEAK1
ENSG00000173540,"""SBO:0000243""",bio/hg38_GMPPB,bio/hg19_GMPPB
ENSG00000173597,"""SBO:0000243""",bio/hg38_SULT1B1,bio/hg19_SULT1B1
ENSG00000173598,"""SBO:0000243""",bio/hg38_NUDT4,bio/hg19_NUDT4
ENSG00000173599,"""SBO:0000243""",bio/hg38_PC,bio/hg19_PC
ENSG00000173610,"""SBO:0000243""",bio/hg38_UGT2A1,bio/hg19_UGT2A1
ENSG00000173614,"""SBO:0000243""",bio/hg38_NMNAT1,bio/hg19_NMNAT1
ENSG00000173627,"""SBO:0000243""",bio/hg38_APOBEC4,bio/hg19_APOBEC4
ENSG00000173638,"""SBO:0000243""",bio/hg38_SLC19A1,bio/hg19_SLC19A1
ENSG00000173660,"""SBO:0000243""",bio/hg38_UQCRH,bio/hg19_UQCRH
ENSG00000173786,"""SBO:0000243""",bio/hg38_CNP,bio/hg19_CNP
ENSG00000173838,"""SBO:0000243""",bio/hg38_MARCHF10,bio/hg19_MARCHF10
ENSG00000173846,"""SBO:0000243""",bio/hg38_PLK3,bio/hg19_PLK3
ENSG00000173868,"""SBO:0000243""",bio/hg38_PHOSPHO1,bio/hg19_PHOSPHO1
ENSG00000173915,"""SBO:0000243""",bio/hg38_ATP5MD,bio/hg19_ATP5MD
ENSG00000173926,"""SBO:0000243""",bio/hg38_MARCHF3,bio/hg19_MARCHF3
ENSG00000174080,"""SBO:0000243""",bio/hg38_CTSF,bio/hg19_CTSF
ENSG00000174156,"""SBO:0000243""",bio/hg38_GSTA3,bio/hg19_GSTA3
ENSG00000174165,"""SBO:0000243""",bio/hg38_ZDHHC24,bio/hg19_ZDHHC24
ENSG00000174173,"""SBO:0000243""",bio/hg38_TRMT10C,bio/hg19_TRMT10C
ENSG00000174227,"""SBO:0000243""",bio/hg38_PIGG,bio/hg19_PIGG
ENSG00000174233,"""SBO:0000243""",bio/hg38_ADCY6,bio/hg19_ADCY6
ENSG00000174292,"""SBO:0000243""",bio/hg38_TNK1,bio/hg19_TNK1
ENSG00000174327,"""SBO:0000243""",bio/hg38_SLC16A13,bio/hg19_SLC16A13
ENSG00000174358,"""SBO:0000243""",bio/hg38_SLC6A19,bio/hg19_SLC6A19
ENSG00000174437,"""SBO:0000243""",bio/hg38_ATP2A2,bio/hg19_ATP2A2
ENSG00000174448,"""SBO:0000243""",bio/hg38_STARD6,bio/hg19_STARD6
ENSG00000174473,"""SBO:0000243""",bio/hg38_GALNTL6,bio/hg19_GALNTL6
ENSG00000174502,"""SBO:0000243""",bio/hg38_SLC26A9,bio/hg19_SLC26A9
ENSG00000174607,"""SBO:0000243""",bio/hg38_UGT8,bio/hg19_UGT8
ENSG00000174640,"""SBO:0000243""",bio/hg38_SLCO2A1,bio/hg19_SLCO2A1
ENSG00000174669,"""SBO:0000243""",bio/hg38_SLC29A2,bio/hg19_SLC29A2
ENSG00000174672,"""SBO:0000243""",bio/hg38_BRSK2,bio/hg19_BRSK2
ENSG00000174684,"""SBO:0000243""",bio/hg38_B4GAT1,bio/hg19_B4GAT1
ENSG00000174876,"""SBO:0000243""",bio/hg38_AMY1B,bio/hg19_AMY1B
ENSG00000174886,"""SBO:0000243""",bio/hg38_NDUFA11,bio/hg19_NDUFA11
ENSG00000174915,"""SBO:0000243""",bio/hg38_PTDSS2,bio/hg19_PTDSS2
ENSG00000174951,"""SBO:0000243""",bio/hg38_FUT1,bio/hg19_FUT1
ENSG00000174990,"""SBO:0000243""",bio/hg38_CA5A,bio/hg19_CA5A
ENSG00000175003,"""SBO:0000243""",bio/hg38_SLC22A1,bio/hg19_SLC22A1
ENSG00000175040,"""SBO:0000243""",bio/hg38_CHST2,bio/hg19_CHST2
ENSG00000175048,"""SBO:0000243""",bio/hg38_ZDHHC14,bio/hg19_ZDHHC14
ENSG00000175054,"""SBO:0000243""",bio/hg38_ATR,bio/hg19_ATR
ENSG00000175063,"""SBO:0000243""",bio/hg38_UBE2C,bio/hg19_UBE2C
ENSG00000175066,"""SBO:0000243""",bio/hg38_GK5,bio/hg19_GK5
ENSG00000175164,"""SBO:0000243""",bio/hg38_ABO,bio/hg19_ABO
ENSG00000175175,"""SBO:0000243""",bio/hg38_PPM1E,bio/hg19_PPM1E
ENSG00000175198,"""SBO:0000243""",bio/hg38_PCCA,bio/hg19_PCCA
ENSG00000175215,"""SBO:0000243""",bio/hg38_CTDSP2,bio/hg19_CTDSP2
ENSG00000175229,"""SBO:0000243""",bio/hg38_GAL3ST3,bio/hg19_GAL3ST3
ENSG00000175264,"""SBO:0000243""",bio/hg38_CHST1,bio/hg19_CHST1
ENSG00000175283,"""SBO:0000243""",bio/hg38_DOLK,bio/hg19_DOLK
ENSG00000175309,"""SBO:0000243""",bio/hg38_PHYKPL,bio/hg19_PHYKPL
ENSG00000175354,"""SBO:0000243""",bio/hg38_PTPN2,bio/hg19_PTPN2
ENSG00000175445,"""SBO:0000243""",bio/hg38_LPL,bio/hg19_LPL
ENSG00000175482,"""SBO:0000243""",bio/hg38_POLD4,bio/hg19_POLD4
ENSG00000175505,"""SBO:0000243""",bio/hg38_CLCF1,bio/hg19_CLCF1
ENSG00000175535,"""SBO:0000243""",bio/hg38_PNLIP,bio/hg19_PNLIP
ENSG00000175536,"""SBO:0000243""",bio/hg38_LIPT2,bio/hg19_LIPT2
ENSG00000175548,"""SBO:0000243""",bio/hg38_ALG10B,bio/hg19_ALG10B
ENSG00000175564,"""SBO:0000243""",bio/hg38_UCP3,bio/hg19_UCP3
ENSG00000175567,"""SBO:0000243""",bio/hg38_UCP2,bio/hg19_UCP2
ENSG00000175592,"""SBO:0000243""",bio/hg38_FOSL1,bio/hg19_FOSL1
ENSG00000175634,"""SBO:0000243""",bio/hg38_RPS6KB2,bio/hg19_RPS6KB2
ENSG00000175711,"""SBO:0000243""",bio/hg38_B3GNTL1,bio/hg19_B3GNTL1
ENSG00000175806,"""SBO:0000243""",bio/hg38_MSRA,bio/hg19_MSRA
ENSG00000175809,"""SBO:0000243""",bio/hg38_CBLL2,bio/hg19_CBLL2
ENSG00000175893,"""SBO:0000243""",bio/hg38_ZDHHC21,bio/hg19_ZDHHC21
ENSG00000175931,"""SBO:0000243""",bio/hg38_UBE2O,bio/hg19_UBE2O
ENSG00000176020,"""SBO:0000243""",bio/hg38_AMIGO3,bio/hg19_AMIGO3
ENSG00000176022,"""SBO:0000243""",bio/hg38_B3GALT6,bio/hg19_B3GALT6
ENSG00000176095,"""SBO:0000243""",bio/hg38_IP6K1,bio/hg19_IP6K1
ENSG00000176105,"""SBO:0000243""",bio/hg38_YES1,bio/hg19_YES1
ENSG00000176153,"""SBO:0000243""",bio/hg38_GPX2,bio/hg19_GPX2
ENSG00000176170,"""SBO:0000243""",bio/hg38_SPHK1,bio/hg19_SPHK1
ENSG00000176194,"""SBO:0000243""",bio/hg38_CIDEA,bio/hg19_CIDEA
ENSG00000176340,"""SBO:0000243""",bio/hg38_COX8A,bio/hg19_COX8A
ENSG00000176383,"""SBO:0000243""",bio/hg38_B3GNT4,bio/hg19_B3GNT4
ENSG00000176387,"""SBO:0000243""",bio/hg38_HSD11B2,bio/hg19_HSD11B2
ENSG00000176393,"""SBO:0000243""",bio/hg38_RNPEP,bio/hg19_RNPEP
ENSG00000176444,"""SBO:0000243""",bio/hg38_CLK2,bio/hg19_CLK2
ENSG00000176454,"""SBO:0000243""",bio/hg38_LPCAT4,bio/hg19_LPCAT4
ENSG00000176463,"""SBO:0000243""",bio/hg38_SLCO3A1,bio/hg19_SLCO3A1
ENSG00000176485,"""SBO:0000243""",bio/hg38_PLAAT3,bio/hg19_PLAAT3
ENSG00000176597,"""SBO:0000243""",bio/hg38_B3GNT5,bio/hg19_B3GNT5
ENSG00000176641,"""SBO:0000243""",bio/hg38_RNF152,bio/hg19_RNF152
ENSG00000176715,"""SBO:0000243""",bio/hg38_ACSF3,bio/hg19_ACSF3
ENSG00000176890,"""SBO:0000243""",bio/hg38_TYMS,bio/hg19_TYMS
ENSG00000176920,"""SBO:0000243""",bio/hg38_FUT2,bio/hg19_FUT2
ENSG00000176928,"""SBO:0000243""",bio/hg38_GCNT4,bio/hg19_GCNT4
ENSG00000176974,"""SBO:0000243""",bio/hg38_SHMT1,bio/hg19_SHMT1
ENSG00000177000,"""SBO:0000243""",bio/hg38_MTHFR,bio/hg19_MTHFR
ENSG00000177054,"""SBO:0000243""",bio/hg38_ZDHHC13,bio/hg19_ZDHHC13
ENSG00000177076,"""SBO:0000243""",bio/hg38_ACER2,bio/hg19_ACER2
ENSG00000177084,"""SBO:0000243""",bio/hg38_POLE,bio/hg19_POLE
ENSG00000177108,"""SBO:0000243""",bio/hg38_ZDHHC22,bio/hg19_ZDHHC22
ENSG00000177156,"""SBO:0000243""",bio/hg38_TALDO1,bio/hg19_TALDO1
ENSG00000177169,"""SBO:0000243""",bio/hg38_ULK1,bio/hg19_ULK1
ENSG00000177189,"""SBO:0000243""",bio/hg38_RPS6KA3,bio/hg19_RPS6KA3
ENSG00000177191,"""SBO:0000243""",bio/hg38_B3GNT8,bio/hg19_B3GNT8
ENSG00000177192,"""SBO:0000243""",bio/hg38_PUS1,bio/hg19_PUS1
ENSG00000177200,"""SBO:0000243""",bio/hg38_CHD9,bio/hg19_CHD9
ENSG00000177239,"""SBO:0000243""",bio/hg38_MAN1B1,bio/hg19_MAN1B1
ENSG00000177414,"""SBO:0000243""",bio/hg38_UBE2U,bio/hg19_UBE2U
